category,date,time,title
Local,1/22/20,12:20 PM,"‘Well, I Could Do That’ Says Art Museum Attendee Viewing Security Guard On Lunch Break"
Local,1/22/20,6:00 AM,30-Minute Silence In Car Broken With ‘We’re Making Good Time’
Politics,1/21/20,4:54 PM,Contrarian ‘New York Times’ Travel Section Breaks With Paper To Endorse Deval Patrick For Democratic Nomination
Local,1/21/20,3:55 PM,Impatient Man Forced To Wait To Have Sex Until Wife Finished Giving Birth
News in Brief,1/21/20,2:17 PM,First-Time Davos Attendee Can’t Believe How Many Seminars There Are About Running Secret Child-Molestation Ring
Politics,1/21/20,1:53 PM,Kellyanne Conway Suggests Martin Luther King Jr. Would Have Traveled To Ukraine For Dirt On Biden
Local,1/21/20,1:32 PM,Area Dad Sure Knows A Lot About Local Weather Woman
News in Brief,1/21/20,12:31 PM,Report: Clicking This Link Will Add You To Several FBI Watchlists
Local,1/21/20,12:13 PM,Recipe Clipping On Fridge Officially Outlives Newspaper It Came From
Local,1/21/20,11:46 AM,Canadian Man Wishes There Was Some Way To Pay His Doctor For All The Hard Work He Did
OGN,1/21/20,10:32 AM,Real-Life ‘Katamari’! This Drunk Driver Is Still Dragging The Cyclist He Hit
Politics,1/20/20,9:40 AM,"‘They Can’t Impeach Someone They Can’t See,’ Say Trump Boys Cramming Dad Into Homemade Bunker Under Oval Office Desk"
OGN,1/20/20,8:20 AM,"Deal Alert: This 4-Year-Old Wandered Really Far From The Playground, Your Car’s Right There, And Her Parents Would Definitely Cough Up Enough For A Marvel 3-In-1 Arcade Machine To Get Her Back"
Local,1/20/20,8:00 AM,Amazon Reviewer Posts Selfie With Purchased Toaster
Sports,1/18/20,8:50 PM,Conor McGregor Credits Excellent Pre-Fight Shape To Routine Of Hurling Heavy Objects In Public Spaces
Local,1/17/20,2:43 PM,"Man Assumed Being Heartless, Egotistical Maniac Would Have Made Him Richer By Now"
Politics,1/17/20,1:17 PM,Republican Senators Maintain They’ll Weigh All Evidence Before Carrying Trump Out On Shoulders
OGN,1/17/20,11:41 AM,Impressive ‘Super Smash Brothers’ Purist Only Plays Original SNES Or NES Game Each Character From
Sports,1/17/20,11:22 AM,NCAA Determines Becoming A Bengal Punishment Enough For Joe Burrow Taking Cash From Odell Beckham
News in Brief,1/17/20,8:36 AM,Tampax Unveils New Find My Tampon App For When One Really Gets Lodged Up There
Politics,1/16/20,4:31 PM,CNN Reveals Bernie Sanders Running For President Of Country With History Of Sexism
Politics,1/16/20,3:40 PM,Stephen Miller Hurt At Being Passed Over For Job Stalking Female Ambassador
Politics,1/16/20,12:24 PM,CNN Audio Analysis Reveals Biden Caught On Wet Mic While Chewing On Own Microphone
News in Brief,1/16/20,7:30 AM,Human Trafficker Not Getting Any Traction On This One
Local,1/16/20,6:30 AM,Couple Decide They’re Better Off As Siblings
Local,1/16/20,6:00 AM,Man Afraid He’ll Seem Vulnerable If He Reaches Out To Fire Department For Help
Politics,1/15/20,1:22 PM,Public Disapproval Of Iran Approach Convinces Trump To Reverse Soleimani Killing
News in Brief,1/15/20,12:21 PM,Scientists Still Unable To Determine Whether Yes A Good Band
Politics,1/15/20,11:55 AM,Biden Asks Advisors How Much Longer He Has To Pretend To Be Confused And Doddering To Avoid Criticism
Politics,1/15/20,10:58 AM,Pros And Cons Of Economic Sanctions
Local,1/15/20,10:43 AM,Morbid Visit Home Begins With Grandfather Only Able To Complete Single Flying Crane Backflip Kick To Ward Off Intruders
Local,1/15/20,7:52 AM,"Cereal Too Crispy, Needs To Soak"
Politics,1/14/20,9:38 PM,CNN Reminds Debate Participants To Keep Personal Attacks Off The Stage In Favor Of New Confession Cam Backstage
Politics,1/14/20,9:01 PM,CNN Moderator Challenges Sanders’ Support For Women By Asking Him To Name Every Part Of Female Reproductive System
Politics,1/14/20,8:24 PM,"‘Hey, Remember John Hickenlooper?’ Says Wolf Blitzer To Break Tension From Debate"
Politics,1/14/20,7:43 PM,CNN Figures It Can Soak Tom Steyer For Couple Million By Pretending It Costs Money To Appear In Debate
Politics,1/14/20,3:49 PM,Democratic Candidates Immediately Descend Into Violent Pandemonium Without Cory Booker’s Message Of Love
Politics,1/14/20,11:21 AM,Swing Voter Really Relates To Buttigieg’s Complete Lack Of Conviction
News in Brief,1/14/20,6:30 AM,Cash-Strapped Men’s Wearhouse Now Offering Free Measurements Of Whatever The Hell You Want
Politics,1/13/20,2:37 PM,Trump Warns Iran Not To Kill Any Protesters Who U.S. Already Has Dibs On
Local,1/13/20,12:09 PM,Pine Tree Lying On Curb Struggling To Understand Own Life Cycle
News in Brief,1/13/20,11:07 AM,God Struggling To Feign Happiness After Jesus Announces He Marrying Exotic Dancer From Place Off I-95
Local,1/13/20,7:00 AM,Landlord Figures He Can Pass Off Uninhabitable Shithole As ‘Great For Students’
News in Brief,1/13/20,6:30 AM,Relationship Experts Urge You Not To Cheat On Significant Other Even Though Sex Will Feel Amazing And They Never Have To Know
News in Brief,1/10/20,8:32 AM,Emergency Last Responders Loiter Around Scene Pretending To Aid Victims After Most Of The Work Already Done
News In Photos,1/9/20,7:20 AM,Archaeologists Discover Cave With Earliest Known Built-In Shelves
Local,1/9/20,7:15 AM,Man Validated After Discovering Popular Kid From High School Ended Up Bottoming Out Almost As Much As He Did
Local,1/8/20,8:44 AM,Couple No Fun Anymore After Having Kids Die
Local,1/8/20,8:23 AM,Dentist Feels Blessed That He Still Gets Turned On By Teeth After All These Years
News in Brief,1/8/20,7:30 AM,Dumb Tourists In Paris Gawking At Splendor Of Greatest Architectural Feats In Human History
News In Photos,1/7/20,9:22 AM,Zoo Visitors Impressed By Number Of Animals Willing To Eat Change
Local,1/7/20,9:18 AM,Truffle Oil Embarrassed To Be Working With Low-Class Ingredients On Loaded Fries
News in Brief,1/6/20,11:01 AM,"Cat Treat Package Going On About Delicious, Creamy Center Too Much Not To Be Marketing To Humans"
Local,1/6/20,10:57 AM,Ravages Of Age Claim Formerly Perky Beer Gut
News in Brief,1/6/20,10:37 AM,Demon Kicking Self For Inhabiting Child When He Could’ve Possessed Someone Who Could Buy A Gun
OGN,12/30/19,7:00 AM,The 10 Greatest Games Of The Past Decade
Local,12/24/19,7:00 AM,Devastated Family Struggling To Get Through First Christmas Since Dad Returned
Politics,12/20/19,12:49 PM,Prominent Evangelical Magazine Calls For Removing Trump From Holy Trinity
Local,12/20/19,9:36 AM,Caroler Who Forgot Lyrics Getting Pretty Far Just Saying ‘Bell’ Every Few Seconds
Local,12/20/19,6:30 AM,Worker’s Sole Impact On Company Permanent Ban On Alcohol At Holiday Party
OGN,12/20/19,6:00 AM,"Deal Alert: Got A Nintendo Switch And Amazon Prime? Well, Look At You, Mr. Moneybags"
Politics,12/19/19,6:30 PM,DNC Bows To Pressure By Adding Andrew Cuomo To Increase Ethnic Representation On Debate Stage
Politics,12/19/19,6:00 PM,DNC Eases Debate Requirements To 0.1% Above Whatever Cory Booker Polling
News in Brief,12/19/19,2:41 PM,Chinese Government Justifies Mass Surveillance By Explaining That All Of Life A Grand Performance
Politics,12/19/19,2:00 PM,Trump Claims He Knows John Dingell Is In Hell Because He Sees Window Into Terrifying Inferno Every Time He Closes His Eyes
Local,12/19/19,10:44 AM,Man Still Can’t Believe He’s Not A Virgin
Local,12/19/19,7:30 AM,Body-Positive Male Ally Worried Girlfriend Has Been Packing On The Beauty Lately
Politics,12/18/19,6:15 PM,GOP Turns Dozens Of House Democrats Away From Impeachment For Failing To Provide Adequate Voter ID
Politics,12/18/19,3:31 PM,Congressman Could’ve Sworn Last Impeachment Was Catered
Politics,12/18/19,2:27 PM,Poll Finds 54% Of Americans Approve Executing Trump But Leaving Him In Office
News In Photos,12/18/19,12:33 PM,Mormon Church Accused Of Hoarding Billions In Afterlife Tax Haven
News in Brief,12/18/19,8:00 AM,Insurance Company Annoyed Customer Doesn’t Realize They Were Just Being Polite When They Said They’d Cover Healthcare Bills
Local,12/18/19,7:30 AM,Miracle Dumbbell Found In Proper Place On Rack
News in Brief,12/18/19,7:00 AM,Study Finds Comparing Yourself To Others Actually Pretty Good Way To Gauge Success
Local,12/17/19,2:27 PM,Area Man Has Little Present For You
Politics,12/17/19,1:22 PM,Congress Reaches $1.4 Trillion Spending Deal To Award Entire Budget To One Lucky American
Local,12/17/19,10:15 AM,Conciliatory Follow-Up Text Sent To Mom Just So ‘Don’t Open My Mail’ Aren’t Last Words Ever Said To Her
Local,12/17/19,8:30 AM,All Of Area Man’s Positive Qualities Stolen From Past Friends
Local,12/17/19,7:30 AM,Luddite In 2070 Refuses To Merge Consciousness With Self-Driving Hyundai Elantra
News in Brief,12/17/19,6:30 AM,Writers Retreat Gives Aspiring Novelists Opportunity To Receive Critical Feedback From Other Nobodies
OGN,12/17/19,6:00 AM,A Life Unfinished: Stephen Hawking’s Estate Just Revealed The Genius Astrophysicist Died With Only 91% Completion For ‘The Witcher 3’
News in Brief,12/16/19,2:45 PM,Dalai Lama Announces Before Reincarnating His Spirit Will Probably Fly To Moon And Hang Out For A Bit
Politics,12/16/19,1:52 PM,‘And Then Those 12 People Send It To 12 People—That’s 144 People!” Says Cory Booker Describing Campaign Newsletter Strategy To Rosario Dawson
News in Brief,12/16/19,1:40 PM,Harvey Weinstein Laments Being Treated Like He Didn’t Put Whole #MeToo Movement On The Map
News in Brief,12/16/19,1:22 PM,God To Leave Humanity In Hands Of Babysitter Kayla While He Checks Out New Restaurant
OGN,12/16/19,12:54 PM,Everything You Need To Know About ‘Resident Evil 3’
Sports,12/16/19,11:24 AM,Drew Brees Hoping Family Doesn’t Just Get Him Football For Christmas Again
Local,12/16/19,7:00 AM,Lucky Teen Lands Job In Fashion Industry
Local,12/16/19,6:30 AM,Pathetic Man Cries When He’s Upset Rather Than Screaming At 3-Year-Old Son To Shut The Fuck Up
Sports,12/13/19,2:53 PM,Cubs Sign Sammy Sosa To $300 Million Deal Just To Give Casual Fans Point Of Reference
News in Brief,12/13/19,2:48 PM,"Report: People Talk, You Know?"
Local,12/13/19,2:15 PM,Woman Not As Fun-Loving And Carefree As Pom-Pom On Winter Hat Would Suggest
Sports,12/13/19,2:00 PM,Patriots Claim Unsanctioned Recording Was Only For Project Julian Edelman Working On For Filmmaking Class
Local,12/13/19,1:56 PM,Hungover Coworker A Little Too Functional Morning After Holiday Party Not To Be Alcoholic
Politics,12/12/19,5:03 PM,"‘Well Spoken, My Good Fellow, But Let Me Retort,’ Says Congressman Engaged In Probing, High-Minded Debate On Facts And Merits Of Impeachment"
Sports,12/12/19,3:47 PM,Gordon Hayward Confident He Still Has His Most Gruesome Injuries Ahead Of Him
News in Brief,12/12/19,2:58 PM,Las Vegas Residents Worried That Proposed Construction Of New Casino In Town Will Bring In Riff-Raff
Politics,12/12/19,1:59 PM,Fox News Condemns 2020 Election As Partisan Witch Hunt Orchestrated By Democrats To Unseat President
News in Brief,12/12/19,1:39 PM,Hiker Trapped For Days Under Fallen Boulder Survives By Cutting Off Own Ponytail
Local,12/12/19,12:00 PM,Man Relaxing His Overwhelming Anxiety For Just A Moment Finally Gives Pack Of Coyotes The Opening They Need
News In Photos,12/12/19,7:00 AM,"Graco Recalls 75,000 Infant Car Ejection Seats"
OGN,12/12/19,5:00 AM,Sad: The Elderly Dutch Man Who Inspired The ‘X’ Button On The PlayStation Controller Has Passed Away
News in Brief,12/11/19,5:07 PM,Nation Finally Stands Far Enough Away From Jackson Pollock Painting To Realize It Realistic Still Life Of Fruit
Local,12/11/19,4:09 PM,Company’s Holiday Party Moves Up Timeline For Bankruptcy By 4 Months
Politics,12/11/19,12:35 PM,Pros And Cons Of Social Media Banning Political Ads
News in Brief,12/11/19,11:38 AM,God Recounts Torrid Affair With Michelangelo That Began When Posing For Sistine Chapel Fresco
Local,12/11/19,9:21 AM,Town Hag Getting In Pretty Good Day Of Shaking Jangly Bell-Covered Stick While Pointing And Screaming ‘You Will Die!’
OGN,12/11/19,7:00 AM,"Gamers Behold: The One The Texts Predicted, Who Will Unite The Gamer Tribes And Crush Our Enemies Underfoot, Has Been Born"
Sports,12/9/19,3:46 PM,Russian Olympic Program Denies Steroids Played Role In 8-Year-Old Gymnast Hurling Balance Beam Through Wall To Escape
Politics,12/9/19,11:58 AM,So-Called Ronald Reagan Presidential Library Looks Nothing Like Him
OGN,12/9/19,10:06 AM,Best PS4 Games Out Right Now
Local,12/9/19,7:00 AM,Antiques Shop Owner Only Thousands Of Sales Away From Avoiding Bankruptcy
Local,12/9/19,6:30 AM,Learned Coworker Always Has Heard Good Things About Whatever Piece Of Media Being Discussed
Politics,12/6/19,3:01 PM,Pete Buttigieg Blames Inability To Disclose Political Stances On NDA With Buttigieg Campaign
News in Brief,12/6/19,1:29 PM,World Wildlife Fund Apologizes After Years Of Working With Well-Known Whale Pedophile
Local,12/6/19,11:29 AM,Sight Of His Beautiful Bride Walking Down Aisle Fills Man With Overwhelming Happyish Feeling
Local,12/6/19,10:18 AM,Man Doesn’t Want To Put Too Much Effort Into Fixing Up House He Just Going To Burn Down For Insurance Fraud One Day
Politics,12/5/19,1:31 PM,Sonny Perdue Argues Food Stamp Cuts Will Incentivize People To Get Exploitative Jobs That Won’t Exist In 5 Years
Local,12/5/19,1:25 PM,Mother Confident That Adult Son’s Cycle Of Emotional Terrorism Will Calm Down Once He Finds The Right Girl
Politics,12/5/19,12:51 PM,Boris Johnson Worried Anti-Semitism Accusations Against Labour Party Will Hurt Tories’ Hold On Bigot Vote
Politics,12/5/19,12:00 PM,Jimmy Carter Devotes Rest Of Life To Raising Awareness Of Fact That Men Get UTIs Too
Sports,12/5/19,9:07 AM,Parents Sign Up Mitch Trubisky For Rec Soccer Team In Hopes He’ll Develop Interest In Sports
Local,12/5/19,6:00 AM,Woman Tries Reading Shampoo Bottle Directions In French First To Test If She’s Secretly Smart
Local,12/4/19,1:14 PM,Report: Would’ve Been Nice If Dad Had Loved Original Family This Much
Local,12/4/19,11:55 AM,Mom Scolds Child For Pointing At Homeless Man Instead Of Ignoring His Very Existence
Politics,12/4/19,11:31 AM,"Jilted Trump Announces Formation Of Cooler, Way More Powerful NATO With His New Best Friends Oman, Macedonia, And Suriname"
Sports,12/4/19,10:55 AM,Hands-Off Fantasy Football Player Only Checks Team 132 Times Each Sunday
News in Brief,12/4/19,10:47 AM,Loved Ones Located All The Way On Other Side Of Heaven
Politics,12/4/19,7:00 AM,Pros And Cons Of Talking Politics At Work
Politics,12/3/19,4:41 PM,One-Eyed Man Who Kamala Harris Locked Up 25 Years Ago Quietly Removes Tulsi Gabbard Mask
Politics,12/3/19,3:19 PM,Kamala Harris Supporter Insists Her Inspiring Message Of Something Or Other Will Always Live On
News in Brief,12/3/19,2:06 PM,British Royal Family Condemns Media’s Ugly Attacks On Their Traditional Practice Of Sexual Abuse
Politics,12/3/19,12:27 PM,"Michael Bloomberg Treats Self To Second, Flashier Presidential Campaign"
Sports,12/3/19,12:03 PM,Antonio Brown Proves He’s Changed Man By Breaking Into Robert Kraft’s House In Middle Of Night To Apologize
Local,12/3/19,10:40 AM,Man’s Life Spent Occasionally Eating Barbecue In Between Doing Things He Hates
Local,12/3/19,9:26 AM,Washboard Player In Jug Band Tired Of Spoons Guy Getting All The Chicks
OGN,12/3/19,8:00 AM,Remember ‘Command And Conquer’? No? Okay Then
Local,12/3/19,7:00 AM,‘
News in Brief,12/2/19,4:03 PM,Iranian Regime Attacks Activists Trying To Come Up With Protester Body Count For Being Complete Dorks Obsessed With Numbers
News In Photos,12/2/19,3:24 PM,Horrifying Series Of Unspeakable Actions Result In $39 Crock-Pot Being Delivered To Man Same Day
News in Brief,12/2/19,1:25 PM,"Nation Returns To Regular Workweek A Little More Kind, A Little More Thoughtful, A Little More Thankful"
Politics,12/2/19,12:35 PM,Nation Calls For Letting Biden Rub Women’s Shoulders Again After Seeing What He’ll Do Instead
OGN,12/2/19,11:20 AM,Deal Alert: Guy With Nice Suit Probably Carrying Enough On Him Right Now To Buy ‘Death Stranding’ PS4 Pro Bundle If You Stick Him Up
Local,12/2/19,11:11 AM,Mom Changes Words Of Prayer To Be More Cheerful
Local,12/2/19,9:00 AM,All Of Woman’s Problems Stem From Never Having Visited Europe
Local,11/28/19,9:00 AM,Child Decides To Become Vegetarian After Forming Close Friendship With Roasted Turkey Leg
Local,11/28/19,8:00 AM,Thanksgiving Conversation Devolves Into Just Stating Things Dog Is Currently Doing
Sports,11/27/19,6:20 PM,Ovechkin Shanks Slapshot Into Stands After Unruly Fan Coughs During Backswing
Local,11/27/19,11:09 AM,"New Sip-And-Weld Studio Provides Opportunity To Drink Wine, Create Own Masterpiece With Blowtorch"
Local,11/27/19,9:36 AM,Man Worried Partner Hasn’t Been Attracted To Him Ever Since He Got Head Stuck In Fence
Local,11/27/19,8:30 AM,"‘Just Be Honest If This Looks Good,’ Girlfriend Wearing New Big Bird Outfit Asks Panicking Boyfriend"
Local,11/27/19,7:30 AM,Self-Loathing Slowly Morphing Into Pride As Man Consumes 36th Pig In A Blanket
News in Brief,11/27/19,7:00 AM,Financial Experts Recommend Americans Set Aside Giant Mesmerizing Pearl To Rub Obsessively In Retirement
Local,11/27/19,6:00 AM,"Computer Not Looking Forward To Having To Replace Man's Repetitive, Mindless Job"
News in Brief,11/26/19,2:07 PM,Eddie Gallager Wakes Up In Cold Sweat After Nightmare About Watching Innocent Iraqi Women Minding Their Own Business
Local,11/26/19,1:05 PM,‘Do You Mind If I Put You In My TikTok?’ Asks Younger Cousin About To Ruin Your Life
Local,11/26/19,10:20 AM,Ant Flees Across State Line Carrying Big Crumb
News in Brief,11/26/19,9:45 AM,Nation’s Long-Haired Old Men In Flowy Linen Shirts Announce You Are Loved
News in Brief,11/26/19,7:00 AM,Johnson & Johnson CEO Idly Wonders How Much Money He’d Make Off National Tylenol Epidemic
News in Brief,11/25/19,12:14 PM,Facial Recognition Software Knows It Has Seen Man Before But Can’t Remember His Name
OGN,11/25/19,11:40 AM,Celebrate ‘Attack On Titan’ With These Incredible Fan Drawings Of Eren Yeager That Have Nothing Whatsoever To Do With Video Games
News in Brief,11/25/19,10:22 AM,"Typical American Teen Struggles To Balance Demands Of School, Pansexual Orgies, And Drug Raves"
Local,11/25/19,7:00 AM,"Groundbreaking Chef Transforms Culinary World With Choice To Use Fresh, High-Quality Ingredients"
Local,11/25/19,6:00 AM,Terrifying New Therapist Asks Why You Chose That Chair
Sports,11/22/19,1:09 PM,Kyrie Irving Debuts Signature Shoe Inspired By RFID Chips Government Secretly Implants In Anesthetized Patients
Local,11/22/19,12:11 PM,Child Wondering Why Older Brother Only One To Get Funeral
OGN,11/22/19,9:30 AM,"Yes, Gandhi’s ‘Civilization VI’ Outfit Is Sexy, But It Would Be Seriously Impractical On A Real Battlefield"
Local,11/22/19,8:00 AM,Man Checking If Chicken Wings Got Hot Enough In Microwave Like First Responder Searching For Pulse
Local,11/22/19,7:30 AM,Veterinarian Wishes Owner Would Just Let Dog Answer One Goddamn Question
News,11/22/19,6:30 AM,Plan B Unveils New Line Of Space-Time Wormholes To Prevent Intercourse From Ever Happening
News in Brief,11/21/19,3:41 PM,Congress Approves $3 Billion In Military Aid For Netanyahu To Defend Self Against Israeli Justice System
OGN,11/21/19,1:46 PM,Gabe Newell Reveals To ‘Half-Life’ Fans That They Are In Hell And He Is Their Devilish Master
Local,11/21/19,1:17 PM,Only Person Who Ever Truly Saw World For What It Is Starts Antidepressant Medication
Sports,11/21/19,12:47 PM,Matthew Stafford Admits He’d Play Through Back Injury For Better Team Than Lions
Politics,11/21/19,12:42 PM,DNC Server Celebrates Escape From U.S. Jurisdiction Surrounded By Bikini-Clad Women On Yacht In Black Sea
OGN,11/20/19,2:34 PM,Awesome Tie-In: Thousands Of Dock Workers Across America Have Been Driving Forklifts As An Apparent Shadow Promotion For ‘Shenmue 3’
Politics,11/20/19,11:17 AM,"‘I Yield The Remainder Of My Time To You, The Viewer At Home,’ Says Adam Schiff During Impeachment Hearing Before Staring Into Camera For 3 Minutes"
Local,11/20/19,10:55 AM,Robust UTI Culture The Closest Woman Going To Get To Bringing Life Into World
Sports,11/20/19,10:46 AM,Bengals Assure Injury Prone Tua Tagovailoa He Can Have Any Of Andy Dalton's Organs
News in Brief,11/20/19,7:00 AM,Health Department Gives Tyson Plant ‘D’ Grade After Discovering Raw Chicken Contaminating Nearly Every Surface
Politics,11/20/19,6:30 AM,Biggest Revelations From The Anonymous Trump Official’s New Book
News in Brief,11/20/19,6:00 AM,Ornithologists Awarded $10 Million Grant To Research Whether That Big Bird Up There A Hawk
News in Brief,11/19/19,1:35 PM,"Literary Historians Discover Hemingway’s Dad Bulk Purchased 70,000 Copies Of ‘The Sun Also Rises’ To Get Son On Bestseller List"
News in Brief,11/19/19,12:31 PM,FBI Solving 80% More Cases After Getting Great Big Magnifying Glass
News in Brief,11/19/19,6:30 AM,"‘Reflationary Boom Incapable Of Helping U.S. Bond Market Recovery,’ Announces Finance Article That Actually About Your Entire Savings Being Wiped Out"
News In Photos,11/18/19,3:13 PM,British Media Harshly Condemns Meghan Markle For Prince Andrew’s Defense Of Jeffrey Epstein
Politics,11/18/19,1:05 PM,Buttigieg Campaign Appeals To Moderate Republicans By Touting Low Approval Among Black Voters
News in Brief,11/18/19,12:55 PM,Biologists Recommend Trees Put Aside A Little Phosphorus For Unexpected Emergencies
Local,11/18/19,7:30 AM,"‘I’m In Witness Protection—I Mean, Doctor, I Work At Doctor,’ Says New Neighbor"
News in Brief,11/18/19,7:00 AM,Safety Experts Recommend Shouting ‘Free Donuts’ Instead Of ‘Rape’ To Receive Help More Quickly
Local,11/18/19,6:00 AM,Spider Panics After Losing Track Of Human It Noticed Scurry Across Floor
Sports,11/17/19,7:20 PM,Guy Who Had Least To Do With Play’s Success Celebrating The Most
Sports,11/17/19,11:50 AM,Fox Preempts Jets-Redskins Game In First Quarter For More Exciting Shot Of Empty ‘NFL Sunday’ Studio
News in Brief,11/15/19,3:28 PM,"Unclear Which Beach House Song This Is, Reports Lead Singer Of Beach House"
Sports,11/15/19,2:58 PM,NFL Rescinds Myles Garrett Suspension After Review Footage Clearly Shows Mason Rudolph’s Punchable Fucking Face
Politics,11/15/19,2:35 PM,How Political Ads Are Made
Sports,11/15/19,2:14 PM,Colin Kaepernick’s Agents Assure Teams His CTE Has Progressed Just As Much As Other Players Over 3-Year Hiatus
Politics,11/15/19,1:32 PM,Yovanovitch Testifies That She Was Removed To Make Way For Corrupt Back Channel But Gets If No One Cares About Anything Anymore
Politics,11/15/19,1:05 PM,Full Trump Transcript Includes 37 Pages Of Confused President Mashing Fingers Against Dial Pad While Ukrainian President Tries To Speak
Local,11/15/19,11:29 AM,Flu Outbreak Reduces Class Sizes To Level Appropriate For Learning
News in Brief,11/15/19,10:00 AM,Report: Some Company Called Scampr Already Lost $12.5 Billion At Launch And Has Gone Bankrupt
OGN,11/15/19,7:00 AM,Tips For Playing ‘Pokémon Sword And Shield’
News in Brief,11/15/19,6:30 AM,Six Flags Unsure If They Need To Apologize For Parkgoer Who Managed To Get Decapitated By Bumper Cars
Sports,11/14/19,4:55 PM,Magnanimous MLB Awards MVP To Hardworking Stadium Concession Staffers
Local,11/14/19,3:32 PM,Area Man Loads Up On Half-Priced Armistice Day Candy
Politics,11/14/19,2:16 PM,‘Washington Post’ Impeachment Critic Gives Insipid Day One Inquiry 2 Out Of 5 Andrew Johnsons
Politics,11/14/19,12:49 PM,"Deval Patrick Acquires High Favorability Numbers, Good Iowa Polling After Leveraged Buyout Of Buttigieg Campaign"
Local,11/14/19,12:03 PM,Woman Knows Husband Just Acting Affectionate Because He Wants Food
Local,11/14/19,11:13 AM,Girlfriend Must Have Been Drinking When She Texted Picture Of Knitted Scarf At Midnight
OGN,11/14/19,5:00 AM,‘Pokémon’ Fans Are Up In Arms With Game Freak’s Refusal To Include A National Sex Offender Registry In ‘Sword and Shield’
Sports,11/13/19,5:18 PM,Fan Wishes Team Was Sponsored By A Cooler Corporation
Local,11/13/19,12:46 PM,Police Officer On Desk Duty Placed On Empty-Room Duty After Brutally Beating Drawer
News in Brief,11/13/19,12:13 PM,Paraguay Panics After Discovering Rich Deposit Of Natural Resources
Local,11/13/19,11:46 AM,"Precocious 5-Year-Old Already Holding Long, Pointless Business Meeting With Stuffed Animals"
Local,11/13/19,10:43 AM,Crack Of Gunfire Resounding Through Office Gives Woman Perfect Cover She Needs To Bite Into Crisp Apple
News in Brief,11/13/19,9:00 AM,Amazon Encourages Drivers To Deliver Packages Faster By Strapping Cinder Block To Truck’s Accelerator
Local,11/13/19,8:00 AM,Busboy Father Works Hard Every Day To Take Food Off The Table For His Family
Sports,11/13/19,7:00 AM,Sacramento Pledges To Power Arena With 100% Windmill Dunk Energy By 2030
Politics,11/12/19,2:43 PM,Sean Spicer Takes Job In Trump Administration To Help Public Forget Humiliating ‘Dancing With The Stars’ Tenure
Local,11/12/19,1:42 PM,College Freshman Annoyed About Having To Room With 47-Year-Old Adjunct Professor
Local,11/12/19,7:00 AM,Pack Members Worried Young Wolf May Be Sociopath After He Mauls Rabbit
News in Brief,11/11/19,4:31 PM,Dalai Lama Triumphantly Names Successor After Discovering Woman With ‘The Purpose Of Our Lives Is To Be Happy’ Twitter Bio
News in Brief,11/11/19,1:23 PM,Officials Say Outbreak Of Australian Wildfire May Have Spread From Engulfed Passenger Traveling From U.S.
Local,11/11/19,12:08 PM,"Mom Casually Rattles Off The Names, Ages Of Alec Baldwin’s Children"
News in Brief,11/11/19,11:32 AM,BREAKING: You Wanna Fucking Go?
News in Brief,11/11/19,11:30 AM,United Airlines Announces Plan To Take Over Lolita Express Routes
OGN,11/11/19,10:51 AM,Fascinating History: The Director Of The Original ‘Silent Hill 2’ Just Revealed That The Game’s Iconic Fog Was A Workaround To Hide All The ‘Dilbert’ Strips They Couldn’t License
Local,11/11/19,8:00 AM,Cocky Atom That Started Out In Cosmos-Shattering Supernova Reduced To Humble Role In Urine Puddle
Local,11/11/19,7:00 AM,Newly Pregnant Woman A Little Too Quick To Remind Everyone She Gets To Have One Glass Of Wine A Week
Sports,11/10/19,4:55 PM,"Grizzled, White-Bearded Donald Driver Emerges From 7-Year-Long Lambeau Leap"
Sports,11/10/19,3:55 PM,Referee Reviewing Replay Excited To See Self On TV
Sports,11/10/19,11:55 AM,Lions Switch To No-Coverage Defense To Prevent Mitch Trubisky From Losing Starting QB Job
Commentary,11/8/19,3:25 PM,‘The Onion’ Launches New Cover-Up Desk To Suppress Today’s Most Damning Stories
News in Brief,11/8/19,2:58 PM,ABC News Fires Hot Mic For Converting Sound Waves Of Anchor Revealing Network Spiked Epstein Story
News in Brief,11/8/19,2:13 PM,Hallmark Apologizes For Role In Supplying Third Reich With Greeting Cards
Politics,11/8/19,2:06 PM,Tips For Testifying Before Congress
Politics,11/8/19,1:27 PM,Jim Jordan Condemns Richard Strauss For Masturbating Right Before Big Match
News in Brief,11/8/19,12:52 PM,Performance Art Thieves Rappel From MoMa Ceiling To Steal Nude Marina Abramović Whipping Self With Flaming Rose
News in Brief,11/8/19,10:00 AM,"‘New Day, Same Bullshit,’ Whispers Dalai Lama Before Slapping On Smile To Greet The Masses"
Local,11/8/19,8:00 AM,Recently Divorced Dad Waiting For Right Time To Introduce Children To Woman He Hooked Up With Last Night
OGN,11/8/19,5:00 AM,Tips For Getting Started On ‘Death Stranding’
News in Brief,11/7/19,2:18 PM,Gates Foundation Pledges $25 Billion To Eradicate Whatever Disease Drives People To Support Taxing The Rich
Local,11/7/19,1:36 PM,Man Watches Video About Habits Of Effective Artists So He Too Can Be Effective Artist
Local,11/7/19,1:05 PM,Bar Fight De-Escalates After Both Parties Unable To Tear Off T-Shirts
Local,11/7/19,7:00 AM,Audience Participant Feels Like Drag Queen Deliberately Misconstruing His Answers
Commentary,11/7/19,6:00 AM,"I Have To Admit, I Spoil Dax Shepard"
